4	14	0.150000
4	15	0.150000
4	16	0.150000
4	17	0.150000
4	23	0.341000
4	25	0.341000
4	199	0.163000
4	288	0.212000
4	300	0.212000
4	1610	0.192000
4	1826	0.245000
4	2394	0.220000
4	3477	0.068000
4	3861	0.184000
4	4512	0.100000
4	5554	0.341000
4	6028	0.341000
4	6069	0.341000
4	6253	0.184000
7	14	0.150000
7	15	0.150000
7	16	0.150000
7	17	0.150000
7	23	0.341000
7	25	0.341000
7	199	0.163000
7	288	0.212000
7	300	0.212000
7	1610	0.192000
7	1826	0.245000
7	2394	0.220000
7	3861	0.184000
7	5554	0.341000
7	6028	0.341000
7	6069	0.341000
7	6253	0.184000
8	14	0.150000
8	15	0.150000
8	16	0.150000
8	17	0.150000
8	23	0.341000
8	25	0.341000
8	199	0.163000
8	288	0.212000
8	300	0.212000
8	1610	0.192000
8	1826	0.245000
8	2394	0.220000
8	3861	0.184000
8	5554	0.341000
8	6028	0.341000
8	6069	0.341000
8	6253	0.184000
9	14	0.150000
9	15	0.150000
9	16	0.150000
9	17	0.150000
9	23	0.341000
9	25	0.341000
9	199	0.163000
9	288	0.212000
9	300	0.212000
9	1610	0.192000
9	1826	0.245000
9	2394	0.220000
9	3861	0.184000
9	5554	0.341000
9	6028	0.341000
9	6069	0.341000
9	6253	0.184000
12	18	0.357000
12	180	0.198000
12	225	0.220000
12	245	0.472000
12	302	0.472000
12	398	0.064000
12	522	0.271000
12	543	0.264000
12	768	0.472000
12	787	0.227000
12	797	0.076000
12	969	0.156000
12	1163	0.260000
12	1294	0.192000
12	1322	0.195000
12	1328	0.472000
12	1459	0.157000
12	1613	0.357000
12	1637	0.066000
12	1712	0.191000
12	1713	0.155000
12	1756	0.185000
12	1826	0.099000
12	1839	0.220000
12	1871	0.156000
12	1889	0.204000
12	1958	0.185000
12	1983	0.204000
12	2155	0.320000
12	2181	0.335000
12	2249	0.352000
12	2342	0.220000
12	2546	0.160000
12	2550	0.191000
12	2673	0.357000
12	2779	0.278000
12	2797	0.270000
12	2827	0.160000
12	3169	0.204000
12	3185	0.196000
12	3430	0.198000
12	3449	0.472000
12	3468	0.156000
12	3605	0.178000
12	3615	0.191000
12	3863	0.185000
12	3962	0.263000
12	3990	0.204000
12	4208	0.157000
12	4307	0.204000
12	4565	0.268000
12	4630	0.178000
12	4631	0.178000
12	4882	0.160000
12	4949	0.260000
12	4976	0.339000
12	5246	0.278000
12	5349	0.204000
12	5376	0.227000
12	5459	0.097000
12	5521	0.192000
12	5708	0.156000
12	5825	0.264000
12	5843	0.157000
12	5890	0.160000
12	6132	0.357000
12	6180	0.160000
12	6259	0.158000
14	4	0.150000
14	7	0.150000
14	8	0.150000
14	9	0.150000
14	15	0.150000
14	23	0.204000
14	25	0.357000
14	418	0.168000
14	614	0.064000
14	846	0.168000
14	1067	0.221000
14	1388	0.227000
14	1480	0.175000
14	1610	0.357000
14	2233	0.204000
14	2249	0.169000
14	2654	0.093000
14	3017	0.165000
14	3094	0.141000
14	3719	0.068000
14	3894	0.141000
14	3920	0.197000
14	4122	0.197000
14	4421	0.175000
14	4692	0.168000
14	4957	0.165000
14	5554	0.357000
14	5640	0.165000
14	6069	0.146000
14	6233	0.129000
15	4	0.150000
15	7	0.150000
15	8	0.150000
15	9	0.150000
15	14	0.150000
15	16	0.150000
15	17	0.150000
15	23	0.436000
15	25	0.529000
15	199	0.163000
15	288	0.212000
15	300	0.212000
15	418	0.168000
15	846	0.168000
15	1067	0.221000
15	1388	0.227000
15	1480	0.175000
15	1610	0.441000
15	1826	0.245000
15	2233	0.204000
15	2249	0.169000
15	2394	0.220000
15	3017	0.165000
15	3861	0.184000
15	3920	0.197000
15	4122	0.197000
15	4421	0.175000
15	4692	0.168000
15	4957	0.165000
15	5554	0.529000
15	5640	0.165000
15	6028	0.341000
15	6069	0.400000
15	6253	0.184000
16	4	0.150000
16	7	0.150000
16	8	0.150000
16	9	0.150000
16	15	0.150000
16	23	0.204000
16	25	0.357000
16	418	0.168000
16	846	0.168000
16	1067	0.221000
16	1388	0.227000
16	1480	0.175000
16	1610	0.357000
16	2233	0.204000
16	2249	0.169000
16	3017	0.165000
16	3920	0.197000
16	4122	0.197000
16	4421	0.175000
16	4692	0.168000
16	4957	0.165000
16	5554	0.357000
16	5640	0.165000
16	6069	0.146000
17	4	0.150000
17	7	0.150000
17	8	0.150000
17	9	0.150000
17	15	0.150000
17	23	0.204000
17	25	0.357000
17	418	0.168000
17	846	0.168000
17	1067	0.221000
17	1388	0.227000
17	1480	0.175000
17	1610	0.357000
17	2233	0.204000
17	2249	0.169000
17	3017	0.165000
17	3920	0.197000
17	4122	0.197000
17	4421	0.175000
17	4692	0.168000
17	4957	0.165000
17	5554	0.357000
17	5640	0.165000
17	6233	0.129000
18	12	0.357000
18	245	0.357000
18	302	0.357000
18	398	0.357000
18	543	0.172000
18	768	0.357000
18	954	0.357000
18	1163	0.167000
18	1294	0.128000
18	1328	0.357000
18	1637	0.357000
18	1713	0.200000
18	1767	0.222000
18	1813	0.210000
18	1826	0.120000
18	1839	0.147000
18	1943	0.181000
18	1944	0.181000
18	2155	0.202000
18	2181	0.206000
18	2201	0.210000
18	2249	0.241000
18	2297	0.357000
18	2342	0.147000
18	2374	0.168000
18	2546	0.121000
18	2666	0.222000
18	2779	0.178000
18	2827	0.121000
18	3449	0.357000
18	3495	0.068000
18	3962	0.172000
18	4208	0.169000
18	4375	0.357000
18	4599	0.311000
18	4642	0.181000
18	4643	0.181000
18	4882	0.121000
18	4949	0.167000
18	5227	0.181000
18	5228	0.181000
18	5246	0.178000
18	5521	0.128000
18	5762	0.311000
18	5825	0.176000
18	5827	0.357000
18	5890	0.121000
18	6180	0.121000
23	4	0.341000
23	7	0.341000
23	8	0.341000
23	9	0.341000
23	14	0.204000
23	15	0.436000
23	16	0.204000
23	17	0.204000
23	25	0.472000
23	288	0.279000
23	300	0.279000
23	666	0.161000
23	713	0.222000
23	1029	0.161000
23	1446	0.161000
23	1610	0.266000
23	1725	0.076000
23	1826	0.337000
23	2394	0.303000
23	2407	0.158000
23	2897	0.161000
23	3861	0.255000
23	4499	0.158000
23	4512	0.136000
23	4699	0.064000
23	4790	0.153000
23	4826	0.136000
23	5293	0.158000
23	5306	0.161000
23	5498	0.161000
23	5554	0.117000
23	5643	0.161000
23	5677	0.066000
23	5823	0.161000
23	5952	0.161000
23	6028	0.472000
23	6069	0.472000
23	6253	0.255000
23	6335	0.158000
25	4	0.341000
25	7	0.341000
25	8	0.341000
25	9	0.341000
25	14	0.357000
25	15	0.529000
25	16	0.357000
25	17	0.357000
25	23	0.472000
25	187	0.084000
25	288	0.292000
25	300	0.292000
25	713	0.304000
25	1070	0.228000
25	1388	0.321000
25	1610	0.420000
25	1826	0.320000
25	2002	0.192000
25	2394	0.383000
25	3495	0.076000
25	4014	0.156000
25	5554	0.472000
25	6028	0.472000
25	6069	0.472000
25	6387	0.084000
33	199	0.348000
33	238	0.065000
33	301	0.094000
