4	23	0.856000
4	25	0.856000
4	831	0.720000
4	2198	0.856000
4	2203	0.720000
4	2700	0.856000
4	2995	0.856000
4	3942	0.856000
4	4319	0.856000
4	4429	0.720000
4	4811	0.720000
4	4939	0.856000
4	5252	0.720000
5	17	0.900000
5	23	0.900000
5	25	0.899000
5	187	0.899000
5	831	0.899000
5	1569	0.899000
5	1610	0.899000
5	1987	0.899000
5	2198	0.899000
5	2203	0.899000
5	2473	0.899000
5	2645	0.899000
5	2700	0.899000
5	3265	0.899000
5	3942	0.899000
5	4319	0.899000
5	4811	0.899000
5	4939	0.899000
5	5554	0.900000
5	6387	0.899000
7	23	0.520000
7	25	0.520000
8	23	0.520000
8	25	0.520000
9	23	0.520000
9	25	0.520000
11	12	0.720000
11	18	0.720000
11	245	0.720000
11	273	0.900000
11	302	0.720000
11	398	0.720000
11	591	0.720000
11	768	0.720000
11	896	0.720000
11	954	0.720000
11	1328	0.720000
11	1355	0.720000
11	1415	0.720000
11	1613	0.720000
11	1637	0.720000
11	2297	0.720000
11	2673	0.720000
11	2687	0.720000
11	3449	0.720000
11	3509	0.720000
11	3579	0.720000
11	4214	0.720000
11	4375	0.720000
11	4483	0.720000
11	4599	0.720000
11	4822	0.900000
11	5394	0.720000
11	5762	0.720000
11	5827	0.720000
11	5972	0.720000
11	6132	0.720000
11	6172	0.720000
11	6205	0.720000
11	6221	0.720000
12	11	0.720000
12	18	0.857000
12	245	0.857000
12	273	0.899000
12	302	0.857000
12	398	0.720000
12	591	0.720000
12	768	0.857000
12	896	0.720000
12	954	0.720000
12	1328	0.857000
12	1355	0.720000
12	1415	0.720000
12	1613	0.758000
12	1637	0.720000
12	2297	0.720000
12	2673	0.758000
12	2687	0.720000
12	3449	0.857000
12	3509	0.857000
12	3579	0.720000
12	4214	0.720000
12	4375	0.720000
12	4483	0.720000
12	4599	0.720000
12	4822	0.899000
12	5394	0.720000
12	5762	0.720000
12	5827	0.720000
12	5972	0.857000
12	6132	0.758000
12	6172	0.720000
12	6205	0.857000
12	6221	0.720000
14	187	0.948000
14	1569	0.948000
14	1610	0.948000
14	1987	0.948000
14	2473	0.948000
14	2645	0.900000
14	2671	0.185000
14	3265	0.948000
14	5554	0.948000
14	6387	0.948000
15	23	0.196000
15	25	0.196000
15	187	0.520000
15	1569	0.520000
15	1610	0.520000
15	1987	0.520000
15	2473	0.520000
15	2671	0.185000
15	2700	0.196000
15	3265	0.520000
15	3942	0.196000
15	5554	0.520000
15	6387	0.520000
16	187	0.520000
16	1569	0.520000
16	1610	0.520000
16	2473	0.520000
16	2671	0.185000
16	3265	0.520000
16	5554	0.520000
16	6387	0.520000
17	5	0.900000
17	23	0.900000
17	25	0.900000
17	187	0.948000
17	831	0.899000
17	1202	0.899000
17	1569	0.948000
17	1610	0.948000
17	1987	0.948000
17	2198	0.900000
17	2203	0.900000
17	2473	0.948000
17	2645	0.900000
17	2671	0.185000
17	2700	0.900000
17	3138	0.899000
17	3265	0.948000
17	3644	0.899000
17	3651	0.899000
17	3875	0.899000
17	3942	0.900000
17	4319	0.900000
17	4527	0.899000
17	4811	0.899000
17	4939	0.900000
17	5554	0.948000
17	6387	0.948000
18	11	0.720000
18	12	0.857000
18	39	0.900000
18	245	0.948000
18	273	0.900000
18	302	0.857000
18	359	0.899000
18	398	0.720000
18	591	0.720000
18	768	0.857000
18	885	0.900000
18	896	0.720000
18	943	0.899000
18	954	0.720000
18	985	0.899000
18	1050	0.899000
18	1328	0.857000
18	1355	0.720000
18	1413	0.899000
18	1415	0.720000
18	1606	0.899000
18	1613	0.720000
18	1637	0.720000
18	2030	0.899000
18	2198	0.900000
18	2297	0.720000
18	2307	0.899000
18	2312	0.899000
18	2362	0.900000
18	2471	0.900000
18	2650	0.899000
18	2671	0.899000
18	2673	0.720000
18	2687	0.720000
18	2734	0.899000
18	2907	0.900000
18	3148	0.899000
18	3201	0.899000
18	3243	0.900000
18	3404	0.900000
18	3449	0.948000
18	3464	0.899000
18	3509	0.857000
18	3549	0.900000
18	3579	0.720000
18	3700	0.899000
18	3793	0.899000
18	3844	0.900000
18	3852	0.900000
18	3911	0.900000
