2052	16
2052	42
2052	64
1488	42
1488	13
1947	42
3423	17
3423	42
2996	42
2871	17
2871	16
2871	42
1116	68
1116	17
1116	42
1116	27
2600	68
2600	16
2600	42
2600	44
2600	2
2600	47
2600	46
2600	54
2600	23
2600	74
4169	68
4169	16
4169	42
4169	44
4169	2
4169	47
4169	46
4169	54
4169	23
4169	74
670	68
670	16
670	42
670	44
670	2
670	47
670	46
670	54
670	23
670	74
3204	68
3204	16
3204	42
3204	44
3204	2
3204	47
3204	46
3204	74
2623	38
2262	17
2262	16
2262	38
2262	27
3931	16
3931	38
4019	17
4019	16
4019	38
3670	38
3767	38
3767	2
4373	38
4373	19
1640	38
822	38
822	12
3667	38
1855	38
1855	27
1718	42
1718	38
2633	38
4092	16
4092	38
4039	38
2409	38
2409	12
2409	64
2519	38
2519	64
2073	38
287	38
287	30
287	27
2652	16
2652	38
469	16
469	38
1658	38
3520	38
833	38
833	64
3591	38
924	16
3687	16
1185	16
1185	64
898	16
898	62
908	16
908	62
908	55
1906	16
1906	62
3909	16
2766	16
3834	16
3834	62
133	70
133	44
1616	71
1616	27
3101	17
3101	16
3025	45
3025	49
3025	51
3025	43
3076	1
3076	43
1094	64
1094	51
2842	67
2842	16
2842	38
2842	39
2842	54
2842	23
2911	17
2911	64
3629	17
3629	64
2936	17
2936	64
4357	17
4357	64
1307	42
1307	64
2326	42
2326	64
2360	17
2360	42
181	42
4242	42
2298	68
2298	69
2298	17
2298	16
2298	42
2298	73
2138	17
2138	42
1207	42
1207	64
4150	45
4150	49
4150	43
4150	56
3666	45
3666	49
3666	51
3666	43
3897	17
3897	64
1143	17
3048	17
3048	16
3185	17
291	17
291	16
72	17
72	16
2632	38
2632	64
87	43
87	54
1844	38
1844	27
1844	19
764	38
764	39
764	64
462	38
462	39
2232	38
2232	64
372	38
699	68
699	36
699	44
699	1
1724	68
1724	69
1724	36
1724	16
1724	42
1724	38
1724	31
1724	44
1724	2
1724	73
1724	54
1724	74
4199	16
4199	45
4199	44
4199	1
4199	49
2152	17
2152	44
2152	64
2152	55
3584	17
3584	42
3584	44
3584	55
3758	17
3758	42
3758	44
3341	17
3341	16
3341	42
3341	44
3341	55
1970	68
1970	17
1970	42
1970	27
885	68
885	17
885	42
885	38
885	27
2345	17
2345	42
2345	44
2345	55
4134	17
1271	17
1271	42
2580	17
2580	42
3968	17
3968	1
3327	45
3327	49
3327	43
2005	48
2005	45
2005	64
2005	49
2005	43
2005	2
2445	50
3543	68
3543	70
3543	16
3543	45
3543	49
3543	43
3543	50
3543	23
386	29
386	64
386	73
386	59
4216	29
4216	64
975	38
975	29
975	27
3953	38
3953	29
3953	12
3953	27
4387	38
2485	38
4389	17
4389	38
4176	16
4176	29
1398	38
1398	29
3737	29
3075	29
3145	38
3145	39
3563	38
3563	64
3581	38
3581	29
1753	29
617	38
617	29
617	64
3013	38
3013	29
3013	64
162	16
162	29
162	12
1261	29
1261	64
2585	29
3291	29
1837	38
1837	29
1837	31
1634	29
511	29
2459	38
2459	29
2459	64
3160	38
266	38
266	29
266	30
4259	16
4259	29
4259	55
3428	38
3399	38
3399	29
1815	38
1815	29
3498	38
3498	64
2204	30
739	38
739	29
739	64
739	2
445	38
2653	29
2653	56
1427	14
1427	27
1427	2
1427	73
500	68
500	14
500	16
500	42
500	1
500	2
500	73
2955	68
2955	14
2955	16
2955	1
2955	2
2955	47
1013	45
1013	49
2370	69
2370	37
190	45
190	49
190	43
571	13
571	74
860	69
860	44
860	2
860	19
2819	38
2819	27
3757	67
3757	17
4297	68
4297	17
4297	29
4297	27
4297	43
368	16
368	62
368	11
368	1
2	74
2883	45
2883	43
2995	45
2995	43
2995	61
176	68
176	69
176	7
621	35
621	49
621	73
621	19
1327	42
1327	64
805	42
805	13
805	62
805	1
805	50
805	73
1228	17
1228	16
1228	44
1228	49
1228	2
1228	3
1228	25
3191	17
3191	16
3191	44
3191	49
3191	2
3191	3
3191	25
3329	42
3329	1
3329	49
4291	74
1729	40
1729	38
540	52
540	40
1856	38
1052	38
1966	38
3797	38
1333	17
1333	38
4175	38
426	38
1644	38
1017	38
3336	38
3336	27
4339	38
4004	17
1460	59
1460	55
2278	42
2278	71
4013	68
4013	16
4013	48
4013	45
4013	62
4013	27
4013	51
4013	43
4013	2
4013	59
4013	55
2791	16
2791	59
2791	23
2791	55
3426	44
1771	17
1771	44
1771	12
1771	13
1771	62
1771	27
1771	55
2926	50
2926	54
2926	23
2926	74
2280	16
2280	27
2280	43
2280	50
2280	53
2280	73
2280	54
2280	23
2280	24
2280	74
4290	38
4290	29
4290	43
153	29
153	43
178	17
178	38
178	62
1580	68
1580	38
1580	29
1580	12
1580	27
1297	65
1297	42
1297	44
1297	55
4007	68
4007	13
4007	27
4226	50
4226	2
4271	69
4271	42
1304	67
1304	68
1304	69
1304	19
1042	64
1042	2
1042	55
1356	45
1356	44
1356	43
249	69
249	17
249	64
249	2
249	74
1896	16
1896	62
1778	16
2158	44
2158	62
3439	42
3439	44
2301	16
2301	74
3379	16
3379	44
3379	13
1942	38
1942	13
1942	62
1942	49
4109	54
4109	23
4109	74
705	38
705	64
1594	38
1594	64
2380	17
2380	42
2380	64
1480	16
1480	38
1480	64
2909	38
2909	64
834	38
834	64
600	38
600	64
3688	16
3688	38
3688	64
2759	16
2759	38
2759	64
2759	74
687	38
687	64
4118	38
4118	64
3479	38
3479	64
2963	38
2963	64
4163	38
4163	29
4163	12
4214	68
4214	27
4214	49
4214	51
4214	43
408	70
408	43
2056	30
4286	42
4286	38
4286	39
1316	38
1316	29
1316	64
1316	49
1247	67
1247	38
1247	29
3253	16
3253	29
1146	29
276	13
276	62
1170	29
2850	71
1140	39
1140	71
1140	64
1140	49
3391	71
1883	30
2431	38
2431	29
2431	27
2499	36
2499	16
2499	62
2499	64
2499	50
2499	54
2499	74
3657	44
3657	23
239	38
239	39
239	64
2856	38
2856	39
2856	64
1672	38
1672	2
6	38
6	39
3298	30
4146	38
4146	29
4146	27
2222	29
3624	38
3624	64
766	30
2418	16
2418	30
2418	74
1534	38
1534	27
1534	49
1534	43
912	49
1088	67
1088	17
1088	16
1088	38
1088	64
1393	38
1892	44
188	16
188	44
188	23
1100	39
1662	68
1662	16
1662	44
1662	50
1662	74
758	38
758	43
3109	68
3109	16
3109	44
3109	50
3109	19
3109	23
3109	74
1263	68
1263	40
1263	16
1263	44
4152	68
4152	16
4152	44
4152	50
4152	74
904	68
904	16
904	44
904	50
904	74
3219	16
3219	64
3219	2
3219	54
3219	19
3219	74
1053	38
2855	38
2855	12
813	67
813	17
813	16
813	38
813	74
1887	67
1887	38
1887	64
2208	17
2208	16
2208	38
2208	31
1675	29
1675	30
3928	38
3928	64
1509	38
837	38
837	12
798	38
798	12
560	38
501	38
501	39
501	29
257	45
257	64
257	43
3945	38
3945	30
2134	30
871	38
871	30
871	31
871	64
871	49
195	29
3589	42
3589	64
1704	55
1040	16
1040	30
1040	74
3071	68
3071	16
3071	13
3071	27
3071	49
3071	43
3071	15
2802	38
2802	30
2802	31
1727	17
1727	16
1727	42
1786	30
1786	19
1396	38
1396	45
1396	64
1396	49
1396	43
3742	42
3742	38
3742	39
3742	64
3969	67
3969	16
3969	38
2492	67
2492	38
3806	67
3806	38
4155	67
4155	17
4155	38
4155	29
950	67
950	38
2014	67
2014	38
1321	67
1321	38
1397	67
1397	38
1397	19
4153	67
2195	17
2195	38
2195	2
3340	67
3340	38
2536	42
2536	64
1991	42
1991	64
1991	55
2275	42
2275	64
3789	42
3789	64
3733	42
3733	64
535	42
535	64
2917	42
2917	64
1272	42
1272	64
1272	19
4388	42
4388	64
3371	42
3371	64
4144	42
4144	64
1734	69
412	42
412	64
2392	23
1392	42
1392	64
2694	42
2694	64
3814	42
3814	64
3814	2
119	42
119	64
119	2
2166	42
2166	64
1955	42
1955	64
347	42
347	29
465	29
2308	16
2308	38
569	38
569	64
50	38
3313	17
3313	42
3313	27
3313	49
2131	38
2131	62
2131	27
2131	49
1868	17
1868	42
1868	45
1868	27
1868	49
1868	43
3590	17
3590	42
3590	31
3590	27
3590	49
3475	17
3475	42
3475	27
3475	49
1967	49
4094	68
4094	17
4094	16
4094	42
4094	27
1469	45
1469	43
4059	17
4059	42
945	17
945	42
107	17
107	16
107	55
588	16
588	42
588	64
213	17
213	55
1513	17
4249	17
4249	16
4249	42
2261	17
2261	16
2261	42
118	17
118	42
1881	17
1881	16
1881	42
1881	62
1881	55
4281	42
319	42
3914	42
4325	65
4325	69
4325	42
4325	73
4325	74
1102	42
324	42
1361	42
3351	69
3351	36
3351	42
3351	73
3351	74
3531	42
3531	38
3531	64
3456	71
2960	42
2960	19
3710	42
2306	69
2306	42
2539	38
2539	64
3114	38
3114	64
1899	38
1899	64
2663	38
2663	64
2834	38
2834	64
4031	38
4031	64
4257	38
4257	64
1000	17
1000	42
3111	29
4251	29
2509	29
3046	29
3299	64
2513	16
2513	29
2513	23
2223	17
2223	16
2223	12
2223	62
2223	55
2223	24
2223	74
1084	16
1084	24
1735	38
1735	64
3869	44
3869	13
1047	44
1047	13
470	44
470	13
714	16
714	44
714	13
714	2
2051	38
2051	44
2051	13
2141	13
2524	13
1286	13
1286	34
4228	13
521	13
521	34
1800	68
1800	17
1800	16
1800	44
1800	13
1800	27
3707	68
3707	44
3707	13
3707	27
1058	68
1058	44
1058	13
1058	27
3994	68
3994	16
3994	44
3994	13
3994	27
2069	44
2069	13
1871	13
1871	34
2518	68
2518	44
2518	2
3028	30
2498	16
2498	30
3335	29
3335	30
3335	31
3335	1
4428	42
4428	38
4428	30
4428	64
215	30
385	68
385	29
385	30
385	27
385	51
3986	30
2932	30
1940	30
254	30
3106	16
3106	42
3106	45
3106	44
3106	49
3106	43
3106	2
3106	54
3106	19
3106	23
3106	55
3106	24
3106	74
2979	45
2979	49
2979	43
1213	45
1213	49
1213	43
1213	55
1973	29
1973	30
2260	38
237	38
237	64
1367	38
1367	64
1193	42
1193	38
1193	64
267	38
267	64
488	42
488	38
488	64
2072	68
2072	42
2072	38
2072	44
2072	11
2072	1
2072	50
572	67
3279	67
927	67
1370	27
946	16
946	44
946	13
946	74
1470	44
1470	13
1470	2
1470	74
2088	44
2088	13
2798	44
2798	13
2798	2
2798	74
2950	44
2950	13
815	44
815	13
3692	44
3692	13
2237	44
2237	13
3207	44
3207	13
601	44
601	13
2157	16
2157	44
2157	13
2157	2
2157	74
3178	44
3178	13
606	45
606	43
1389	67
2837	38
2837	12
2650	71
891	29
2676	44
2952	65
2952	67
2952	69
2952	16
2952	42
2952	38
183	67
183	69
183	42
183	38
183	74
