10001	1834
10001	1970
10001	2266
10001	3530
10001	3551
10001	566
10004	123
10004	3529
10004	3530
10005	610
10006	35
10009	2218
10009	3243
10009	3244
10009	5738
10009	5868
10010	2218
10010	2552
10010	2586
10010	3243
10010	3244
10010	3551
10010	4831
10010	4897
10010	4982
10010	5010
10010	551
1001	230
1001	2445
1001	2450
10013	2115
10013	2392
10013	5592
10015	2197
10017	1658
10017	2224
10017	25
10017	2629
10017	3551
10017	3798
10017	4106
10018	3551
10020	2663
1002	1247
10021	3166
10021	610
10022	129
1002	2450
10023	1358
10023	1430
10023	1439
10023	1987
10023	211
10023	2687
10023	2758
10023	4083
10023	4105
10023	4227
10023	426
10023	4311
10023	4329
10023	4437
10023	4865
10023	5103
10023	5310
10023	5382
10023	5390
10023	5393
10023	5394
10023	5395
10023	5568
10023	758
10024	758
10025	1763
10026	144
10026	3198
10026	4107
10026	4167
10026	4246
10026	5171
10026	5406
10026	799
10028	3109
10028	3965
10028	751
10029	3109
10029	3896
10029	3913
10030	2213
10030	2473
10030	3038
10030	4956
10030	5179
1003	1317
1003	1589
1003	1823
10032	3196
1003	3350
1003	36
10034	3109
1003	4738
1003	4822
1003	5896
1003	5901
10037	1326
10037	2213
10037	3963
10037	4090
10037	46
10037	4711
10037	4956
10037	5179
10039	1625
10039	1945
10039	290
10039	3928
10039	4726
10039	6233
10039	808
10039	810
10040	1945
10040	2690
10040	290
10040	3928
10040	4726
10040	6233
10040	808
10040	810
10041	3109
1004	1589
10042	1170
10042	3196
10044	421
10045	1313
10045	2056
10045	3706
10045	421
10045	5737
10046	5736
10047	32
10047	3493
10047	3779
10047	3780
10047	3921
10047	930
1005	1588
10052	5196
10053	1592
10053	5868
1005	36
10057	1060
10057	156
10057	1783
10057	1852
10057	1908
10057	25
10057	2987
10057	3035
10057	3529
10057	3530
10057	3551
10057	3827
10057	412
10057	4355
10057	4548
10057	988
10058	124
10061	1603
10061	3467
10063	3646
10063	6016
10065	3347
10065	3581
10065	4106
10065	4196
10065	498
10066	2361
10066	2976
10066	3321
10068	25
10068	3242
10069	3096
10069	3754
10069	51
10070	560
10071	1385
1007	1588
1007	3530
10075	6237
10078	589
10081	3410
10082	1208
10082	37
10082	52
10082	547
10082	56
10082	5812
10083	1245
10083	2083
10083	3183
10083	3486
10083	35
10083	5415
10083	5476
10083	5509
